"","k","i","j","TA","area"
"1574",1,25,38,6,37121.5137323583
"1575",1,25,38,7,25378.4862676417
"1576",1,25,39,6,26.2156900776426
"1577",1,25,39,7,62473.7843099224
"1578",1,25,40,7,62500
"1579",1,26,1,11,741.387584656063
"1580",1,26,1,12,61758.6124153439
"1581",1,26,2,11,56060.7906984335
"1582",1,26,2,12,6439.20930156645
"1583",1,26,3,11,62500
"1584",1,26,4,10,33001.1416292317
"1585",1,26,4,11,29498.8583707683
"1586",1,26,5,10,62500
"1587",1,26,6,9,7876.34748295335
"1588",1,26,6,10,54623.6525170466
"1589",1,26,7,9,61470.6278160121
"1590",1,26,7,10,1029.3721839879
"1591",1,26,8,9,62500
"1592",1,26,9,8,39869.7328967624
"1593",1,26,9,9,22630.2671032376
"1594",1,26,10,8,62500
"1595",1,26,11,7,7948.49000279054
"1596",1,26,11,8,54551.5099972095
"1597",1,26,12,7,59987.0893155214
"1598",1,26,12,8,2512.91068447859
"1599",1,26,13,7,62500
"1600",1,26,14,6,25484.6532511725
"1601",1,26,14,7,37015.3467488275
"1602",1,26,15,6,62500
"1603",1,26,16,6,62500
"1604",1,26,17,5,30738.1333550752
"1605",1,26,17,6,31761.8666449248
"1606",1,26,18,5,62492.4227404879
"1607",1,26,18,6,7.57725951206521
"1608",1,26,19,5,62500
"1609",1,26,20,4,12058.2209694534
"1610",1,26,20,5,50441.7790305466
"1611",1,26,21,4,50270.1980452344
"1612",1,26,21,5,12229.8019547656
"1613",1,26,22,4,62500
"1614",1,26,23,4,62500
"1615",1,26,24,4,62500
"1616",1,26,25,3,13.8825690490394
"1617",1,26,25,4,62486.117430951
"1618",1,26,26,3,2815.4977171862
"1619",1,26,26,4,59684.5022828138
"1620",1,26,27,3,2829.64486106706
"1621",1,26,27,4,59670.3551389329
"1622",1,26,28,3,15.7354251681763
"1623",1,26,28,4,62484.2645748318
"1624",1,26,29,4,62500
"1625",1,26,30,4,62500
"1626",1,26,31,4,62500
"1627",1,26,32,4,50391.4859548291
"1628",1,26,32,5,12108.5140451709
"1629",1,26,33,4,12186.9330598587
"1630",1,26,33,5,50313.0669401413
"1631",1,26,34,5,62500
"1632",1,26,35,5,62495.6951299845
"1633",1,26,35,6,4.30487001552683
"1634",1,26,36,5,30984.8609655787
"1635",1,26,36,6,31515.1390344213
"1636",1,26,37,6,62500
"1637",1,26,38,6,62500
"1638",1,26,39,6,25734.6532511725
"1639",1,26,39,7,36765.3467488275
"1640",1,26,40,7,62500
"1641",1,27,1,11,16229.5862973969
"1642",1,27,1,12,46270.4137026031
"1643",1,27,2,11,62500
"1644",1,27,3,10,779.222257832743
"1645",1,27,3,11,61720.7777421673
"1646",1,27,4,10,56430.6813037658
"1647",1,27,4,11,6069.31869623423
"1648",1,27,5,10,62500
"1649",1,27,6,9,33909.5796963686
"1650",1,27,6,10,28590.4203036314
"1651",1,27,7,9,62500
"1652",1,27,8,8,8829.99437508665
"1653",1,27,8,9,53670.0056249133
"1654",1,27,9,8,61799.8821292498
"1655",1,27,9,9,700.117870750168
"1656",1,27,10,8,62500
"1657",1,27,11,7,41223.8272359629
"1658",1,27,11,8,21276.1727640371
"1659",1,27,12,7,62500
"1660",1,27,13,6,8534.70474790462
"1661",1,27,13,7,53965.2952520954
"1662",1,27,14,6,60102.8542643278
"1663",1,27,14,7,2397.14573567217
"1664",1,27,15,6,62500
"1665",1,27,16,5,23705.729064038
"1666",1,27,16,6,38794.270935962
"1667",1,27,17,5,62456.8854295432
"1668",1,27,17,6,43.1145704568262
"1669",1,27,18,5,62500
"1670",1,27,19,4,22089.7394397566
"1671",1,27,19,5,40410.2605602434
"1672",1,27,20,4,60726.0616244617
"1673",1,27,20,5,1773.93837553831
"1674",1,27,21,4,62500
"1675",1,27,22,3,719.672117654265
"1676",1,27,22,4,61780.3278823457
"1677",1,27,23,3,21050.6212515255
"1678",1,27,23,4,41449.3787484745
"1679",1,27,24,3,43639.3517885643
"1680",1,27,24,4,18860.6482114357
"1681",1,27,25,3,58167.5729381468
"1682",1,27,25,4,4332.42706185325
"1683",1,27,26,3,62500
"1684",1,27,27,3,62500
"1685",1,27,28,3,58208.7176859355
"1686",1,27,28,4,4291.28231406448
"1687",1,27,29,3,43712.9837913367
"1688",1,27,29,4,18787.0162086633
"1689",1,27,30,3,21158.3066378628
"1690",1,27,30,4,41341.6933621372
"1691",1,27,31,3,747.209980755753
"1692",1,27,31,4,61752.7900192442
"1693",1,27,32,4,62500
"1694",1,27,33,4,60778.8774218372
"1695",1,27,33,5,1721.12257816278
"1696",1,27,34,4,22286.923642381
"1697",1,27,34,5,40213.076357619
"1698",1,27,35,5,62500
"1699",1,27,36,5,62466.2289069454
"1700",1,27,36,6,33.7710930545654
"1701",1,27,37,5,23946.3855866357
"1702",1,27,37,6,38553.6144133643
"1703",1,27,38,6,62500
"1704",1,27,39,6,60187.1075876201
"1705",1,27,39,7,2312.89241237994
"1706",1,27,40,6,8700.4514246124
"1707",1,27,40,7,53799.5485753876
"1708",1,28,1,11,35413.3773757559
"1709",1,28,1,12,27086.6226242441
"1710",1,28,2,11,62500
"1711",1,28,3,10,15829.4309859976
"1712",1,28,3,11,46670.5690140024
"1713",1,28,4,10,62500
"1714",1,28,5,9,754.666622482387
"1715",1,28,5,10,61745.3333775176
"1716",1,28,6,9,56673.6253464136
"1717",1,28,6,10,5826.37465358643
"1718",1,28,7,9,62500
"1719",1,28,8,8,34712.250590409
"1720",1,28,8,9,27787.749409591
"1721",1,28,9,8,62500
"1722",1,28,10,7,9817.64992064772
"1723",1,28,10,8,52682.3500793523
"1724",1,28,11,7,62066.018468111
"1725",1,28,11,8,433.981531888996
"1726",1,28,12,7,62500
"1727",1,28,13,6,42563.9940106196
"1728",1,28,13,7,19936.0059893804
"1729",1,28,14,6,62500
"1730",1,28,15,5,9006.74511744376
"1731",1,28,15,6,53493.2548825562
"1732",1,28,16,5,60080.6085145499
"1733",1,28,16,6,2419.39148545009
"1734",1,28,17,5,62500
"1735",1,28,18,4,20835.7760963896
"1736",1,28,18,5,41664.2239036104
"1737",1,28,19,4,61938.7337872207
"1738",1,28,19,5,561.266212779286
"1739",1,28,20,4,62500
"1740",1,28,21,3,11439.5273734294
"1741",1,28,21,4,51060.4726265706
"1742",1,28,22,3,51045.3316348341
"1743",1,28,22,4,11454.6683651659
"1744",1,28,23,3,62500
"1745",1,28,24,3,62500
"1746",1,28,25,3,62500
"1747",1,28,26,3,62500
"1748",1,28,27,3,62500
"1749",1,28,28,3,62500
"1750",1,28,29,3,62500
"1751",1,28,30,3,62500
"1752",1,28,31,3,51165.5349248142
"1753",1,28,31,4,11334.4650751858
"1754",1,28,32,3,11569.3240834494
"1755",1,28,32,4,50930.6759165506
"1756",1,28,33,4,62500
"1757",1,28,34,4,61972.2526367786
"1758",1,28,34,5,527.74736322141
"1759",1,28,35,4,21052.2572468317
"1760",1,28,35,5,41447.7427531683
"1761",1,28,36,5,62500
"1762",1,28,37,5,60163.3977605106
"1763",1,28,37,6,2336.6022394894
"1764",1,28,38,5,9173.95587148306
"1765",1,28,38,6,53326.0441285169
"1766",1,28,39,6,62500
"1767",1,28,40,6,42813.9940106196
"1768",1,28,40,7,19686.0059893804
"1769",1,29,1,11,51952.3602243299
"1770",1,29,1,12,10547.6397756701
"1771",1,29,2,11,62500
"1772",1,29,3,10,33994.4930043923
"1773",1,29,3,11,28505.5069956077
"1774",1,29,4,10,62500
"1775",1,29,5,9,15091.5882769606
"1776",1,29,5,10,47408.4117230394
"1777",1,29,6,9,62500
"1778",1,29,7,8,647.661182219036
"1779",1,29,7,9,61852.338817781
"1780",1,29,8,8,56750.8380752762
"1781",1,29,8,9,5749.16192472376
"1782",1,29,9,8,62500
"1783",1,29,10,7,35371.244362514
"1784",1,29,10,8,27128.755637486
"1785",1,29,11,7,62500
"1786",1,29,12,6,10827.3506939897
"1787",1,29,12,7,51672.6493060103
"1788",1,29,13,6,62268.3718539574
"1789",1,29,13,7,231.628146042596
"1790",1,29,14,6,62500
"1791",1,29,15,5,43881.4793601264
"1792",1,29,15,6,18618.5206398736
"1793",1,29,16,5,62500
"1794",1,29,17,4,9280.35515423952
"1795",1,29,17,5,53219.6448457605
"1796",1,29,18,4,59835.9599903231
"1797",1,29,18,5,2664.04000967689
"1798",1,29,19,4,62500
"1799",1,29,20,3,16433.964565962
"1800",1,29,20,4,46066.035434038
"1801",1,29,21,3,59805.912009816
"1802",1,29,21,4,2694.08799018396
"1803",1,29,22,3,62500
"1804",1,29,23,2,1032.8986252078
"1805",1,29,23,3,61467.1013747922
"1806",1,29,24,2,21957.3248114554
"1807",1,29,24,3,40542.6751885446
"1808",1,29,25,2,41832.1634649388
"1809",1,29,25,3,20667.8365350612
"1810",1,29,26,2,51418.2834858125
"1811",1,29,26,3,11081.7165141875
"1812",1,29,27,2,51437.1937134629
"1813",1,29,27,3,11062.8062865371
"1814",1,29,28,2,41890.2472436089
"1815",1,29,28,3,20609.7527563911
"1816",1,29,29,2,22059.1774078088
"1817",1,29,29,3,40440.8225921912
"1818",1,29,30,2,1066.05202253392
"1819",1,29,30,3,61433.9479774661
"1820",1,29,31,3,62500
"1821",1,29,32,3,59874.7602694804
"1822",1,29,32,4,2625.23973051963
"1823",1,29,33,3,16615.1163062976
"1824",1,29,33,4,45884.8836937024
"1825",1,29,34,4,62500
"1826",1,29,35,4,59920.2867560335
"1827",1,29,35,5,2579.71324396654
"1828",1,29,36,4,9446.02838852918
"1829",1,29,36,5,53053.9716114708
"1830",1,29,37,5,62500
"1831",1,29,38,5,44131.4793601264
"1832",1,29,38,6,18368.5206398736
"1833",1,29,39,6,62500
"1834",1,29,40,6,62298.3766443834
"1835",1,29,40,7,201.623355616561
"1836",1,30,1,11,62142.7556086104
"1837",1,30,1,12,357.244391389562
"1838",1,30,2,11,62500
"1839",1,30,3,10,49313.2187895985
"1840",1,30,3,11,13186.7812104015
"1841",1,30,4,10,62500
"1842",1,30,5,9,32051.1474955786
"1843",1,30,5,10,30448.8525044214
"1844",1,30,6,9,62500
"1845",1,30,7,8,13909.6278196572
"1846",1,30,7,9,48590.3721803428
"1847",1,30,8,8,62500
"1848",1,30,9,7,445.008405436905
"1849",1,30,9,8,62054.9915945631
"1850",1,30,10,7,56586.7828350703
"1851",1,30,10,8,5913.21716492966
"1852",1,30,11,7,62500
"1853",1,30,12,6,35827.880912602
"1854",1,30,12,7,26672.119087398
"1855",1,30,13,6,62500
"1856",1,30,14,5,11838.1007159554
"1857",1,30,14,6,50661.8992840446
"1858",1,30,15,5,62407.8887822713
"1859",1,30,15,6,92.1112177286777
"1860",1,30,16,5,62500
"1861",1,30,17,4,45163.9551578021
"1862",1,30,17,5,17336.0448421979
"1863",1,30,18,4,62500
"1864",1,30,19,3,9208.69439666427
"1865",1,30,19,4,53291.3056033357
"1866",1,30,20,3,59154.2642286421
"1867",1,30,20,4,3345.73577135785
"1868",1,30,21,3,62500
"1869",1,30,22,2,9873.79240861391
"1870",1,30,22,3,52626.2075913861
"1871",1,30,23,2,51504.0486049148
"1872",1,30,23,3,10995.9513950852
"1873",1,30,24,2,62500
"1874",1,30,25,2,62500
"1875",1,30,26,2,62500
"1876",1,30,27,2,62500
"1877",1,30,28,2,62500
"1878",1,30,29,2,62500
"1879",1,30,30,2,51626.5532188587
"1880",1,30,30,3,10873.4467811413
"1881",1,30,31,2,10001.2877946699
"1882",1,30,31,3,52498.7122053301
"1883",1,30,32,3,62500
"1884",1,30,33,3,59244.7952146518
"1885",1,30,33,4,3255.20478534824
"1886",1,30,34,3,9368.16341065466
"1887",1,30,34,4,53131.8365893453
"1888",1,30,35,4,62500
"1889",1,30,36,4,45413.9551578022
"1890",1,30,36,5,17086.0448421978
"1891",1,30,37,5,62500
"1892",1,30,38,5,62426.4643169222
"1893",1,30,38,6,73.5356830777819
"1894",1,30,39,5,12069.5251813045
"1895",1,30,39,6,50430.4748186955
"1896",1,30,40,6,62500
"1897",1,31,1,11,62500
"1898",1,31,2,10,1097.98402557652
"1899",1,31,2,11,61402.0159744235
"1900",1,31,3,10,60773.6377284172
"1901",1,31,3,11,1726.36227158279
"1902",1,31,4,10,62500
"1903",1,31,5,9,45925.2574207135
"1904",1,31,5,10,16574.7425792865
"1905",1,31,6,9,62500
"1906",1,31,7,8,29418.2383907561
"1907",1,31,7,9,33081.7616092439
"1908",1,31,8,8,62500
"1909",1,31,9,7,12126.3551813755
"1910",1,31,9,8,50373.6448186245
"1911",1,31,10,7,62500
"1912",1,31,11,6,170.030236109944
"1913",1,31,11,7,62329.9697638901
"1914",1,31,12,6,56021.6442639805
"1915",1,31,12,7,6478.35573601949
"1916",1,31,13,6,62500
"1917",1,31,14,5,35986.3354116415
"1918",1,31,14,6,26513.6645883585
"1919",1,31,15,5,62500
"1920",1,31,16,4,12814.1433227391
"1921",1,31,16,5,49685.8566772609
"1922",1,31,17,4,62483.95826861
"1923",1,31,17,5,16.041731389967
"1924",1,31,18,3,2.26432752583423
"1925",1,31,18,4,62497.7356724742
"1926",1,31,19,3,46380.1973927578
"1927",1,31,19,4,16119.8026072422
"1928",1,31,20,3,62500
"1929",1,31,21,2,8506.51197899822
"1930",1,31,21,3,53993.4880210018
"1931",1,31,22,2,57360.6277946555
"1932",1,31,22,3,5139.37220534454
"1933",1,31,23,2,62500
"1934",1,31,24,1,1380.90571371653
"1935",1,31,24,2,61119.0942862835
"1936",1,31,25,1,22399.8114566921
"1937",1,31,25,2,40100.1885433079
"1938",1,31,26,1,37117.0807373586
"1939",1,31,26,2,25382.9192626414
"1940",1,31,27,1,37145.653111253
"1941",1,31,27,2,25354.346888747
"1942",1,31,28,1,22490.470151247
"1943",1,31,28,2,40009.529848753
"1944",1,31,29,1,1419.67464526728
"1945",1,31,29,2,61080.3253547327
"1946",1,31,30,2,62500
"1947",1,31,31,2,57465.2995333566
"1948",1,31,31,3,5034.70046664338
"1949",1,31,32,2,8651.84024029708
"1950",1,31,32,3,53848.1597597029
"1951",1,31,33,3,62500
"1952",1,31,34,3,46625.9144158584
"1953",1,31,34,4,15874.0855841416
"1954",1,31,35,3,6.54730442524396
"1955",1,31,35,4,62493.4526955748
"1956",1,31,36,4,62491.1045474858
"1957",1,31,36,5,8.89545251422533
"1958",1,31,37,4,13056.9970438633
"1959",1,31,37,5,49443.0029561367
"1960",1,31,38,5,62500
"1961",1,31,39,5,36236.3354116415
"1962",1,31,39,6,26263.6645883585
"1963",1,31,40,6,62500
"1964",1,32,1,11,62500
"1965",1,32,2,10,9239.6080541758
"1966",1,32,2,11,53260.3919458242
"1967",1,32,3,10,62500
"1968",1,32,4,10,62500
"1969",1,32,5,9,56810.8960388647
"1970",1,32,5,10,5689.10396113528
"1971",1,32,6,9,62500
"1972",1,32,7,8,41557.1349899489
"1973",1,32,7,9,20942.8650100511
"1974",1,32,8,8,62500
"1975",1,32,9,7,25855.0973984028
"1976",1,32,9,8,36644.9026015972
"1977",1,32,10,7,62500
"1978",1,32,11,6,9502.52069732638
"1979",1,32,11,7,52997.4793026736
"1980",1,32,12,6,62500
"1981",1,32,13,6,62500
"1982",1,32,14,5,54657.658882609
"1983",1,32,14,6,7842.34111739098
"1984",1,32,15,5,62500
"1985",1,32,16,4,35677.5182884598
"1986",1,32,16,5,26822.4817115402
"1987",1,32,17,4,62500
"1988",1,32,18,3,13683.3916410792
"1989",1,32,18,4,48816.6083589208
"1990",1,32,19,3,62500
"1991",1,32,20,2,50.7665685652009
"1992",1,32,20,3,62449.2334314348
"1993",1,32,21,2,47419.1370607808
"1994",1,32,21,3,15080.8629392192
"1995",1,32,22,2,62500
"1996",1,32,23,1,6535.37665226281
"1997",1,32,23,2,55964.6233477372
"1998",1,32,24,1,51203.3809351097
"1999",1,32,24,2,11296.6190648903
"2000",1,32,25,1,62500
"2001",1,32,26,1,62500
"2002",1,32,27,1,62500
"2003",1,32,28,1,62500
"2004",1,32,29,1,51337.8050649418
"2005",1,32,29,2,11162.1949350582
"2006",1,32,30,1,6650.95252243063
"2007",1,32,30,2,55849.0474775694
"2008",1,32,31,2,62500
"2009",1,32,32,2,47653.4248281063
"2010",1,32,32,3,14846.5751718937
"2011",1,32,33,2,66.4788012397585
"2012",1,32,33,3,62433.5211987602
"2013",1,32,34,3,62500
"2014",1,32,35,3,13933.3916410792
"2015",1,32,35,4,48566.6083589208
"2016",1,32,36,4,62500
"2017",1,32,37,4,35927.5182884598
"2018",1,32,37,5,26572.4817115402
"2019",1,32,38,5,62500
"2020",1,32,39,5,54907.658882609
"2021",1,32,39,6,7592.34111739098
"2022",1,32,40,6,62500
"2023",1,33,1,11,62500
"2024",1,33,2,10,16469.974458601
"2025",1,33,2,11,46030.025541399
"2026",1,33,3,10,62500
"2027",1,33,4,9,2371.48143487721
"2028",1,33,4,10,60128.5185651228
"2029",1,33,5,9,62403.9077665304
"2030",1,33,5,10,96.0922334695642
"2031",1,33,6,9,62500
"2032",1,33,7,8,50425.2729040609
"2033",1,33,7,9,12074.7270959391
"2034",1,33,8,8,62500
"2035",1,33,9,7,35859.1844421437
"2036",1,33,9,8,26640.8155578563
"2037",1,33,10,7,62500
"2038",1,33,11,6,20984.9431397074
"2039",1,33,11,7,41515.0568602926
"2040",1,33,12,6,62500
"2041",1,33,13,5,5644.8749690582
"2042",1,33,13,6,56855.1250309418
"2043",1,33,14,5,62497.4783150751
"2044",1,33,14,6,2.52168492489727
"2045",1,33,15,5,62500
"2046",1,33,16,4,52039.7749200149
"2047",1,33,16,5,10460.2250799851
"2048",1,33,17,4,62500
"2049",1,33,18,3,34573.5928034844
"2050",1,33,18,4,27926.4071965156
"2051",1,33,19,3,62500
"2052",1,33,20,2,14240.9464645322
"2053",1,33,20,3,48259.0535354678
"2054",1,33,21,2,62500
"2055",1,33,22,1,158.391049123618
"2056",1,33,22,2,62341.6089508764
"2057",1,33,23,1,48049.2213848249
"2058",1,33,23,2,14450.7786151751
"2059",1,33,24,1,62500
"2060",1,33,25,0,1695.20145638548
"2061",1,33,25,1,60804.7985436145
"2062",1,33,26,0,21114.2875600092
"2063",1,33,26,1,41385.7124399908
"2064",1,33,27,0,21173.9030942339
"2065",1,33,27,1,41326.0969057661
"2066",1,33,28,0,1739.58592216085
"2067",1,33,28,1,60760.4140778392
"2068",1,33,29,1,62500
"2069",1,33,30,1,48272.0798963752
"2070",1,33,30,2,14227.9201036248
"2071",1,33,31,1,185.532537573323
"2072",1,33,31,2,62314.4674624267
"2073",1,33,32,2,62500
"2074",1,33,33,2,14490.9464645322
"2075",1,33,33,3,48009.0535354678
"2076",1,33,34,3,62500
"2077",1,33,35,3,34823.5928034844
"2078",1,33,35,4,27676.4071965156
"2079",1,33,36,4,62500
"2080",1,33,37,4,52289.7749200149
"2081",1,33,37,5,10210.2250799851
"2082",1,33,38,5,62500
"2083",1,33,39,5,62500
"2084",1,33,39,6,0
"2085",1,33,40,5,5892.3532841333
"2086",1,33,40,6,56607.6467158667
"2087",1,34,1,11,62500
"2088",1,34,2,10,21099.6607269459
"2089",1,34,2,11,41400.3392730541
"2090",1,34,3,10,62500
"2091",1,34,4,9,7372.29363342743
"2092",1,34,4,10,55127.7063665726
"2093",1,34,5,9,62500
"2094",1,34,6,9,62500
"2095",1,34,7,8,56090.4676659272
"2096",1,34,7,9,6409.53233407284
"2097",1,34,8,8,62500
"2098",1,34,9,7,42245.1452339801
"2099",1,34,9,8,20254.8547660199
"2100",1,34,10,7,62500
"2101",1,34,11,6,28294.4012041598
"2102",1,34,11,7,34205.5987958402
"2103",1,34,12,6,62500
"2104",1,34,13,5,14193.1825748153
"2105",1,34,13,6,48306.8174251847
"2106",1,34,14,5,62500
"2107",1,34,15,4,849.753258119126
"2108",1,34,15,5,61650.2467418809
"2109",1,34,16,4,61502.284039599
"2110",1,34,16,5,997.715960401038
"2111",1,34,17,4,62500
"2112",1,34,18,3,47580.1960599611
"2113",1,34,18,4,14919.8039400389
"2114",1,34,19,3,62500
"2115",1,34,20,2,31937.4671619924
"2116",1,34,20,3,30562.5328380076
"2117",1,34,21,2,62500
"2118",1,34,22,1,14016.1838242329
"2119",1,34,22,2,48483.8161757671
"2120",1,34,23,1,62500
"2121",1,34,24,0,313.018242304057
"2122",1,34,24,1,62186.9817576959
"2123",1,34,25,0,46907.9669020286
"2124",1,34,25,1,15592.0330979714
"2125",1,34,26,0,62500
"2126",1,34,27,0,62500
"2127",1,34,28,0,47119.3961578037
"2128",1,34,28,1,15380.6038421963
"2129",1,34,29,0,351.58898652891
"2130",1,34,29,1,62148.4110134711
"2131",1,34,30,1,62500
"2132",1,34,31,1,14266.1838242329
"2133",1,34,31,2,48233.8161757671
"2134",1,34,32,2,62500
"2135",1,34,33,2,32187.4671619924
"2136",1,34,33,3,30312.5328380076
"2137",1,34,34,3,62500
"2138",1,34,35,3,47830.1960599611
"2139",1,34,35,4,14669.8039400389
"2140",1,34,36,4,62500
"2141",1,34,37,4,61620.0190850822
"2142",1,34,37,5,879.98091491776
"2143",1,34,38,4,982.018212635849
"2144",1,34,38,5,61517.9817873642
"2145",1,34,39,5,62500
"2146",1,34,40,5,14443.1825748153
"2147",1,34,40,6,48056.8174251847
"2148",1,35,1,11,62500
"2149",1,35,2,10,23107.7037073673
"2150",1,35,2,11,39392.2962926327
"2151",1,35,3,10,62500
"2152",1,35,4,9,9586.39946448388
"2153",1,35,4,10,52913.6005355161
"2154",1,35,5,9,62500
"2155",1,35,6,9,62500
"2156",1,35,7,8,58563.6801076727
"2157",1,35,7,9,3936.31989232732
"2158",1,35,8,8,62500
"2159",1,35,9,7,45028.5731065433
"2160",1,35,9,8,17471.4268934567
"2161",1,35,10,7,62500
"2162",1,35,11,6,31488.0563966343
"2163",1,35,11,7,31011.9436033657
"2164",1,35,12,6,62500
"2165",1,35,13,5,17932.912388362
"2166",1,35,13,6,44567.087611638
"2167",1,35,14,5,62500
"2168",1,35,15,4,4352.73893181857
"2169",1,35,15,5,58147.2610681814
"2170",1,35,16,4,62500
"2171",1,35,17,4,62500
"2172",1,35,18,3,53234.4291864312
"2173",1,35,18,4,9265.57081356881
"2174",1,35,19,3,62500
"2175",1,35,20,2,39534.4107443932
"2176",1,35,20,3,22965.5892556068
"2177",1,35,21,2,62500
"2178",1,35,22,1,25627.977051809
"2179",1,35,22,2,36872.022948191
"2180",1,35,23,1,62500
"2181",1,35,24,0,10867.1726202589
"2182",1,35,24,1,51632.8273797411
"2183",1,35,25,0,62500
"2184",1,35,26,0,62500
"2185",1,35,27,0,62500
"2186",1,35,28,0,62500
"2187",1,35,29,0,11117.1726202589
"2188",1,35,29,1,51382.8273797411
"2189",1,35,30,1,62500
"2190",1,35,31,1,25877.977051809
"2191",1,35,31,2,36622.022948191
"2192",1,35,32,2,62500
"2193",1,35,33,2,39784.4107443932
"2194",1,35,33,3,22715.5892556068
"2195",1,35,34,3,62500
"2196",1,35,35,3,53484.4291864312
"2197",1,35,35,4,9015.57081356882
"2198",1,35,36,4,62500
"2199",1,35,37,4,62500
"2200",1,35,38,4,4602.73893181857
"2201",1,35,38,5,57897.2610681814
"2202",1,35,39,5,62500
"2203",1,35,40,5,18182.912388362
"2204",1,35,40,6,44317.087611638
"2205",1,36,1,11,62500
"2206",1,36,2,10,22637.6361249334
"2207",1,36,2,11,39862.3638750666
"2208",1,36,3,10,62500
"2209",1,36,4,9,9065.9960656505
"2210",1,36,4,10,53434.0039343495
"2211",1,36,5,9,62500
"2212",1,36,6,9,62500
"2213",1,36,7,8,57977.3391968053
"2214",1,36,7,9,4522.66080319465
"2215",1,36,8,8,62500
"2216",1,36,9,7,44364.6039862031
"2217",1,36,9,8,18135.3960137969
"2218",1,36,10,7,62500
"2219",1,36,11,6,30719.8114344733
"2220",1,36,11,7,31780.1885655267
"2221",1,36,12,6,62500
"2222",1,36,13,5,17027.1634506632
"2223",1,36,13,6,45472.8365493368
"2224",1,36,14,5,62500
"2225",1,36,15,4,3256.92334379208
"2226",1,36,15,5,59243.0766562079
"2227",1,36,16,4,62500
"2228",1,36,17,4,62500
"2229",1,36,18,3,51849.5869557002
"2230",1,36,18,4,10650.4130442998
"2231",1,36,19,3,62500
"2232",1,36,20,2,37666.9268042849
"2233",1,36,20,3,24833.0731957151
"2234",1,36,21,2,62500
"2235",1,36,22,1,22785.7797453052
"2236",1,36,22,2,39714.2202546948
"2237",1,36,23,1,62500
"2238",1,36,24,0,5919.58383539407
"2239",1,36,24,1,56580.4161646059
"2240",1,36,25,0,61469.2869901393
"2241",1,36,25,1,1030.71300986072
"2242",1,36,26,0,62500
"2243",1,36,27,0,62500
"2244",1,36,28,0,61530.7162459144
"2245",1,36,28,1,969.283754085583
"2246",1,36,29,0,6108.15457961893
"2247",1,36,29,1,56391.8454203811
"2248",1,36,30,1,62500
"2249",1,36,31,1,23035.7797453052
"2250",1,36,31,2,39464.2202546948
"2251",1,36,32,2,62500
"2252",1,36,33,2,37916.9268042849
"2253",1,36,33,3,24583.0731957151
"2254",1,36,34,3,62500
"2255",1,36,35,3,52099.5869557002
"2256",1,36,35,4,10400.4130442998
"2257",1,36,36,4,62500
"2258",1,36,37,4,62500
"2259",1,36,38,4,3506.92334379208
"2260",1,36,38,5,58993.0766562079
"2261",1,36,39,5,62500
"2262",1,36,40,5,17277.1634506632
"2263",1,36,40,6,45222.8365493368
"2264",1,37,1,11,62500
"2265",1,37,2,10,19558.8919337309
"2266",1,37,2,11,42941.1080662691
"2267",1,37,3,10,62500
"2268",1,37,4,9,5674.10009734023
"2269",1,37,4,10,56825.8999026598
"2270",1,37,5,9,62500
"2271",1,37,6,9,62500
"2272",1,37,7,8,54204.9495962445
"2273",1,37,7,9,8295.05040375549
"2274",1,37,8,8,62500
"2275",1,37,9,7,40119.6095507308
"2276",1,37,9,8,22380.3904492692
"2277",1,37,10,7,62500
"2278",1,37,11,6,25864.7954630621
"2279",1,37,11,7,36635.2045369379
"2280",1,37,12,6,62500
"2281",1,37,13,5,11354.2334229253
"2282",1,37,13,6,51145.7665770747
"2283",1,37,14,5,62500
"2284",1,37,15,4,45.5688461456193
"2285",1,37,15,5,62454.4311538544
"2286",1,37,16,4,58886.5501070538
"2287",1,37,16,5,3613.4498929462
"2288",1,37,17,4,62500
"2289",1,37,18,3,43280.0545363877
"2290",1,37,18,4,19219.9454636123
"2291",1,37,19,3,62500
"2292",1,37,20,2,26126.3846094143
"2293",1,37,20,3,36373.6153905857
"2294",1,37,21,2,62500
"2295",1,37,22,1,6322.64460685432
"2296",1,37,22,2,56177.3553931457
"2297",1,37,23,1,61115.6709136508
"2298",1,37,23,2,1384.32908634916
"2299",1,37,24,1,62500
"2300",1,37,25,0,24633.8813682747
"2301",1,37,25,1,37866.1186317253
"2302",1,37,26,0,58438.9463346798
"2303",1,37,26,1,4061.05366532022
"2304",1,37,27,0,58494.5618689044
"2305",1,37,27,1,4005.43813109558
"2306",1,37,28,0,24828.2658340501
"2307",1,37,28,1,37671.7341659499
"2308",1,37,29,1,62500
"2309",1,37,30,1,61188.5294252012
"2310",1,37,30,2,1311.47057479885
"2311",1,37,31,1,6499.78609530402
"2312",1,37,31,2,56000.213904696
"2313",1,37,32,2,62500
"2314",1,37,33,2,26376.3846094143
"2315",1,37,33,3,36123.6153905857
"2316",1,37,34,3,62500
"2317",1,37,35,3,43530.0545363877
"2318",1,37,35,4,18969.9454636123
"2319",1,37,36,4,62500
"2320",1,37,37,4,59104.2851525371
"2321",1,37,37,5,3395.71484746292
"2322",1,37,38,4,77.8338006623417
"2323",1,37,38,5,62422.1661993377
"2324",1,37,39,5,62500
"2325",1,37,40,5,11604.2334229253
"2326",1,37,40,6,50895.7665770747
"2327",1,38,1,11,62500
"2328",1,38,2,10,13891.1549710291
"2329",1,38,2,11,48608.8450289709
